Catalog #,Class 2,Class 3,Class 4,Obj Des Details:Obj Name,Material,Common Name,Quantity,Collector,Locality,Ctry-Cont-Ocean,State-Prov-Sea,Cty-Bay-Parish,St Site No,Site Info:Site Name,Map Qd-Scl:Map-Quad,Remarks
000197017.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,13.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,not assignable
000197018.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,unassignable
000197019.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197020.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,unassignable
000197021.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,7.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,unassignable
000197022.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197023.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,10.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197024.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197025.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197026.0000,PREHISTORIC,MINERAL,CERAMIC,flared lip rim sherd,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,rim #1
000197027.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197028.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197029.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,unassignable
000197030.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,surface eroded
000197031.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197032.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197033.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197034.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from one area about 1feet below 3rd pan surface with bone- below FCR
000197035.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197036.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,.15feet below surface of 3rd panning; associated with hearth
000197037.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,20 liters soil; light fraction
000197038.0000,PREHISTORIC,MINERAL,STONE,flakes,quartzite,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197039.0000,PREHISTORIC,MINERAL,STONE,flakes,quartz,,17.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197040.0000,PREHISTORIC,MINERAL,STONE,flake,rhyolite,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197041.0000,PREHISTORIC,MINERAL,STONE,flakes,chert,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,cortex
000197042.0000,PREHISTORIC,MINERAL,STONE,flakes,chalcedony,,7.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197043.0000,PREHISTORIC,MINERAL,STONE,flakes,chert,,11.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,100 liters
000197044.0000,PREHISTORIC,MINERAL,STONE,flakes,jasper,,43.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197045.0000,PREHISTORIC,MINERAL,STONE,flakes,jasper,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; 28 liters
000197046.0000,PREHISTORIC,MINERAL,STONE,flakes,chalcedony,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,22 liters; flotation; heavy fraction
000197047.0000,PREHISTORIC,MINERAL,STONE,debitage,quartz,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,21 liters; flotation; heavy fraction
000197048.0000,PREHISTORIC,MINERAL,STONE,debitage,chert,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; 26 liters; flotation; heavy fraction
000197049.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197050.0000,PREHISTORIC,MINERAL,STONE,flakes,jasper,,43.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197051.0000,PREHISTORIC,MINERAL,STONE,debitage,jasper,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; 20 liters
000197052.0000,PREHISTORIC,MINERAL,STONE,debitage,chert,,7.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,28 liters; flotation; heavy fraction
000197053.0000,PREHISTORIC,MINERAL,STONE,debitage,quartzite,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; material from hand excavation
000197054.0000,PREHISTORIC,MINERAL,STONE,debitage,jasper,,28.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,23 liters soil
000197055.0000,PREHISTORIC,MINERAL,STONE,debitage,jasper,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; 23 liters; flotation; heavy fraction
000197056.0000,PREHISTORIC,MINERAL,STONE,debitage,chalcedony,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,20 liters soil; flotation; heavy fraction
000197057.0000,PREHISTORIC,MINERAL,STONE,flakes,quartz,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,20 liters soil; heavy fraction
000197058.0000,PREHISTORIC,MINERAL,STONE,debitage,chert,,10.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,16 liters soil; heavy fraction
000197059.0000,PREHISTORIC,MINERAL,STONE,flakes,quartzite,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,18 liters; flotation; heavy fraction
000197060.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,chert and chalcedony
000197061.0000,PREHISTORIC,MINERAL,STONE,debitage,lithic,,9.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,quartz and quartzite
000197062.0000,PREHISTORIC,MINERAL,STONE,debitage,jasper,,28.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197063.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,25 liters; water screen
000197064.0000,PREHISTORIC,MINERAL,STONE,flake,chert,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197065.0000,PREHISTORIC,MINERAL,STONE,flake,quartzite,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197066.0000,PREHISTORIC,MINERAL,STONE,flakes,jasper,,10.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197067.0000,PREHISTORIC,MINERAL,STONE,flake,quartz,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197068.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,9.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,jasper and chalcedony; 24 liters; heavy fraction
000197069.0000,PREHISTORIC,MINERAL,STONE,debitage,quartz,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,24 liters; heavy fraction
000197070.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,21.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,15 liters; flotation; heavy fraction
000197071.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,13.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197072.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,23 liters; light fraction
000197073.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,19 (14?) liters; light fraction
000197074.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,8 liters; light fraction
000197075.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,29 liters; light fraction
000197076.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,28 liters; light fraction
000197077.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,26 liters; light fraction
000197078.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,21 liters; light fraction
000197079.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,16 liters; macrobotanical; charred fragments
000197080.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,21.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,16 liters
000197081.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,16 liters
000197082.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,0.60 below surface; near center of quadrantrant
000197083.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,near south wall; 0.20 below surface;
000197084.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from westwall of quadrant near south edge; 0.10 below surface
000197085.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,near south edge; 0.10 below surface
000197086.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197087.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197088.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197089.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,water screen; approx. 45 liters
000197090.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197091.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,macrobotanical; 45 liters; water screen
000197092.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,macrobotanical
000197093.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,macrobotanical; extremely fragmented
000197094.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,macrobotanical
000197095.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,macrobotanical
000197096.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,light fraction
000197097.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,13.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,5 liters; water screen
000197098.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,27.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,5 FCR
000197099.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,58.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197100.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,42.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,3 FCR
000197101.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,fragment; calcined
000197102.0000,PREHISTORIC,MINERAL,STONE,flakes,lithic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,9 liters; heavy fraction
000197103.0000,PREHISTORIC,MINERAL,STONE,debitage,lithic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from top of burial; 12 liters; flotation; heavy fraction; before: thin brown; after: murky
000197104.0000,PREHISTORIC,VEGETAL,OTHER PLANT MATERIALS,C14 sample,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197105.0000,PREHISTORIC,ANIMAL,BONE,unidentified,tooth,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197106.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,52.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,fragments; 4 calcined; 8 burned
000197107.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,5 liters; heavy fraction
000197108.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,4 liters; light fraction; south west 1/2 outside of panned area
000197109.0000,PREHISTORIC,MINERAL,STONE,debitage,lithic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,label reads BF-190
000197110.0000,PREHISTORIC,VEGETAL,WOOD,unidentified,charcoal,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,sample; in foil
000197111.0000,PREHISTORIC,MINERAL,STONE,debitage,lithic,,15.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,4 liters
000197112.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,4 liters; heavy fraction
000197113.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,3 liters; light fraction
000197114.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,fragments,multiple materials,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,1 ceramic; 1 lithic
000197115.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,drilled
000197116.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197117.0000,PREHISTORIC,ANIMAL,BONE,unidentified,bone,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,cf. Sciurus mandible and teeth; box 120
000197118.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,insulator,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,nail in ceramic piece
000197119.0000,PREHISTORIC,MINERAL,STONE,debitage,lithic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197120.0000,PREHISTORIC,MINERAL,STONE,tool,lithic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197121.0000,PREHISTORIC,MINERAL,STONE,debitage,lithic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,surface find
000197122.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,heavy fraction; B.D. 2.16-2.66- below S54 E350
000197123.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,12 liters; heavy fraction; macrobotanical
000197124.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,6 liters; light fraction; top 2.23 bottom 2.52
000197125.0000,PREHISTORIC,UNIDENTIFIED MATERIAL,UNIDENTIFIED,flotation sample,multiple materials,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,7 liters; light fraction; BD top 2.09; BD bottom 2.31
000197126.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,24 liters; heavy fraction
000197127.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from 5x5
000197128.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,BD 1.84; from 5x5
000197129.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from bottom 1/2 of level 1; 1.30 below pan surface
000197130.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from bottom of level 1; 1.30 below panned surface
000197131.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from bottom half of level 1; 1.30 below pan surface
000197132.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197133.0000,PREHISTORIC,MINERAL,CERAMIC,sherd,ceramic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197134.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197135.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197136.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197137.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197138.0000,PREHISTORIC,ANIMAL,BONE,fragment,bone,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,potentially worked fragment; bag says artifact is bone; from 1.30 below pan surface at the bottom 1/2 of level 1
000197139.0000,PREHISTORIC,ANIMAL,BONE,unidentified,organic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,charcoal fragments and bone
000197140.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197141.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,5.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197142.0000,PREHISTORIC,MINERAL,CERAMIC,sherds,ceramic,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,
000197143.0000,PREHISTORIC,MINERAL,STONE,flake,lithic,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,4; 23
000197144.0000,PREHISTORIC,MINERAL,STONE,flake,quartzite,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197145.0000,PREHISTORIC,MINERAL,STONE,flakes,quartz,,6.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197146.0000,PREHISTORIC,MINERAL,STONE,flakes,jasper,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197147.0000,PREHISTORIC,MINERAL,STONE,flakes,chalcedony,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197148.0000,PREHISTORIC,MINERAL,STONE,flake,chert,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; from floor scrapings
000197149.0000,PREHISTORIC,MINERAL,STONE,debitage,jasper,,2.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197150.0000,PREHISTORIC,MINERAL,STONE,debitage,quartz,,3.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197151.0000,PREHISTORIC,MINERAL,STONE,debitage,quartzite,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,with cortex; from floor scrapings
000197152.0000,PREHISTORIC,MINERAL,STONE,debitage,jasper,,4.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197153.0000,PREHISTORIC,MINERAL,STONE,debitage,chert,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
000197154.0000,PREHISTORIC,MINERAL,STONE,debitage,chalcedony,,1.00,Thunderbird Archaeology,,United States,Virginia,Warren County,44WR0003,Cabin Run Mitigation Project,,from floor scrapings
