Catalog #,Class 2,Class 3,Class 4,Obj Des Details:Obj Name,Material,Common Name,Quantity,Collector,Locality,Ctry-Cont-Ocean,State-Prov-Sea,Cty-Bay-Parish,St Site No,Site Info:Site Name,Map Qd-Scl:Map-Quad,Remarks
000060000.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,214.00,VMI - specific collector unknown,"Pedlar Mills, Site 21",United States,Virginia,Amherst,,"Pedlar Mills, Site 21",Big Island,"Mixed flaked stone tools - points, blades, preforms, knives, etc.  Box label lists site as Pedlar Mill, Site 21, Amherst Co."
000060001.0000,HISTORIC,MINERAL,CLAY,pipe,ceramic,pipe,1.00,VMI - specific collector unknown,"Pedlar Mills, Site 21",United States,Virginia,Amherst,,"Pedlar Mills, Site 21",,"Box label lists site as Pedlar Mill, Site 21, Amherst Co."
000060002.0000,HISTORIC,MINERAL,METAL,undetermined,iron,iron fragments,3.00,VMI - specific collector unknown,"Pedlar Mills, Site 21",United States,Virginia,Amherst,,,,"Box label lists site as Pedlar Mill, Site 21, Amherst Co."
000060003.0000,PREHISTORIC,MINERAL,STONE,ground stone tool -,greenstone,stone tools,1.00,VMI - specific collector unknown,"Pedlar Mills, Site 21",United States,Virginia,Amherst,,,,"Possible axe, celt, adze.  Box label lists site as Pedlar Mill, Site 21, Amherst Co. [CR]6/5/2020 Pre-upgrad to Proficio Note by JKHarris: Full Object Name in Obj-Sci Name = ground stone tool - unidentified."
000060004.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,138.00,VMI - specific collector unknown,"Pedlar Mills, Site 21",United States,Virginia,Amherst,,,,"Mixed flaked stone tools - points, blades, preforms, knives, etc.  Box label lists site as Pedlar Mill, Site 21, Amherst Co."
000060005.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,67.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Mixed flaked stone tools - points, knives, blades, etc.  VMI P-95 on tag"
000060006.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,1.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,VMI P-95 on tag
000060007.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,quartz-mixed lithic,stone tools,94.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Mixed flaked stone tools, all quartz - points, knives, blades, etc.  VMI C-8 on tag."
000060008.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,115.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"Mixed flaked stone tools - points, knives, scrapers, blades, etc.[CR][CR]Notes from 1st  tag:[CR]VMI B-11 (was B-24) [CR]Original count mixed focus 132[CR]114 ST[CR](Col box has Gem pts)[CR][CR]Count by GCS [CR]Loose , n=122[CR]Small box N.  Mex. VMI 82, n=1[CR]Small box Colorado VMI 83, n=2[CR]Small box TN VMI 84, n=2[CR]Small box S.C. VMI 81, n=2[CR]Large box TN VMI 85, n=32[CR]total n=161[CR][CR]Notes from 2nd tag:[CR]VMI #__ Tenn[CR]mixed 2-23-28[CR]51 good pc[CR]4 on cards[CR]Drawer A-20"
000060009.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,264.00,VMI - specific collector unknown,Beech Bluff,United States,Tennessee,Madison,,Beech Bluff,,"Mixed flaked tools - points, blades, knives, etc.[CR][CR]Cigar box lid label reads:[CR]A3 Tenn VMI 128[CR]original count not listed here[CR]Rt. side 25 pts[CR]TENN-xxx[CR][CR]In cigar box, paper label reads:[CR]1 Adena[CR]Beaver tail in frame #8[CR][CR]Tag reads:[CR]A-8 TN[CR]Original count 262[CR]Count by GCS 264"
000060010.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,346.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"Tag reads:[CR]A-5 TN[CR]Original count 351 pcs (includes 109 arrowheads, 20 spearheads, 26 war points)[CR][CR]Count by GCS 351 pcs"
000060011.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,295.00,VMI - specific collector unknown,,United States,Tennessee,,,,,Tag reads:[CR]A-10 TN[CR]Original count 319[CR]Count by GCS 320
000060012.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,88.00,VMI - specific collector unknown,,United States,Virginia,,,,,Bag labeled VA127
000060013.0000,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,stone tools,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,In bag labeled VA127 with potsherds VMNH 60011.
000060014.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,151.00,VMI - specific collector unknown,,United States,Tennessee,,,,,Tag reads:[CR]A3 Tennessee[CR]Tenn 128
000060015.0000,PREHISTORIC,MINERAL,STONE,projectile point,mixed lithic,Big Sandy,13.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A3-L[CR]16 Big Sandy (note: count is actually 13, not 16)"
000060016.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,160.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI A18[CR]Tennessee
000060017.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,46.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI, tag reads Tennessee A-16"
000060018.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,125.00,VMI - specific collector unknown,,United States,Pennsylvania,Chester,,,,"VMI C13[CR]1st tag reads: VMI P-111, Chester County, Penna[CR]2nd tag reads: (VMI-111) C13 60  65"
000060019.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,103.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"Tag 1 reads:[CR]VMI T130 Tennessee[CR][CR]Tag 2 reads:[CR]A23 TN[CR]Original Count                                                 Count by GCS[CR]Box T131 - 65 pcs (incl. 17drills)                     66 (2 drills)[CR]Box T132 - 28 pcs (incl. 8 drills)                      28 (1 drill)[CR]Box R133 - 116 pcs (incl. 4 blunts; [CR]1 obsidian, 7 drills)                                           115 (no obsisian)[CR]Total 209                                                           Total 209[CR][CR]Tag 3 reads:[CR]Possibly 132 w/some 130 mixed in[CR][CR]Tag 4 reads:[CR]A22 Original County                                     Count by GCS[CR]Box T128  47 pcs                                               47[CR]Box T129  29 drills                                             27[CR]Box T130 (Loose) 142 pcs                               144[CR]  (including 19 drills, 3 blunts)[CR]218                                                                      218"
000060020.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,97.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,Tag 1 reads: [CR]left VMI P92 (part of tag missing); VMI-P-93[CR]right VMI P-94; VMI P-96[CR]C-8 Penna[CR]Old C6[CR][CR]Tag 2 reads:[CR]C8 see drawer C15 for 101 pts from PA[CR]Rt (VMI 94)   (VMI 96)[CR]    76               131[CR]207 pcs                            118 pcs[CR][CR]Tag 3 reads:[CR]Left (VMI 92) Box [CR]33[CR]33[CR][CR]Tag 4 reads:[CR]C8[CR]Left (VMI 93)[CR]49        49 pcs
000060021.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,201.00,VMI - specific collector unknown,,United States,Tennessee,Madison,,,,"VMI collection[CR]Tag 1 reads:[CR]A9 TN[CR]total original count 201, county by GCS left 178, rt 27[CR]both sides 205[CR][CR]Madison County[CR][CR]Tag 2 reads:[CR]2 Adena[CR]Beaver Tail in Frame #8[CR][CR]Tag 3 reads:[CR]1 Eva I in frame #13[CR][CR]Tag 4 reads:[CR]Dalton in frame #16"
000060022.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,154.00,VMI - specific collector unknown,,,,,,,,"VMI; VMI-132, no state information"
000060023.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,420.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0001,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0002,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0003,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0004,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0005,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0006,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0007,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0008,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0009,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0010,PREHISTORIC,MINERAL,STONE,projectile point,jasper,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0011,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0012,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0013,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0014,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0015,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0016,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0017,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0018,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0019,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0020,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0021,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0022,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0023,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0024,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0025,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0026,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0027,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0028,PREHISTORIC,MINERAL,STONE,projectile point,,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0029,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0030,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0031,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0032,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0033,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0034,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0035,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0036,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0037,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0038,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0039,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0040,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0041,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0042,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0043,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0044,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0045,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0046,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0047,PREHISTORIC,MINERAL,STONE,projectile point,chert,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0048,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0049,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0050,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0051,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0052,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0053,PREHISTORIC,MINERAL,STONE,projectile point,,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0054,PREHISTORIC,MINERAL,STONE,projectile point,quartz,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060023.0055,PREHISTORIC,MINERAL,STONE,projectile point,quartzite,projectile point,1.00,VMI - specific collector unknown,,United States,Virginia,,,,,"VMI, VA-24, Chickahominy R."
000060024.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,325.00,VMI - specific collector unknown,,United States,Tennessee,Williamson,,,,"VMI, A-6  Tennessee, Williamson County"
000060025.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,85.00,VMI - specific collector unknown,,United States,Tennessee,,,,,VMI [CR]tag reads: A1-Tenn[CR]Left Side[CR]Original Count                      Count by GCS[CR]116 pieces including            113 (-3)[CR]21 arrowheads                      ?[CR]25 spearheads                      ?[CR]1 obsidian pt                         0[CR]1 blunt                                   scrapers from points 5[CR]10 war points                         ?[CR]                                              scrapers 2[CR]                                              drill 1[CR]                                              points 105[CR]                                              113 pieces
000060026.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,136.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"VMI[CR]Tag 1 reads: VMI P-110, Norristown Section, Penna.[CR]Tag 2 reads: C13, Left (VMI-110) 212  212[CR]Tag 3 reads: C-13, left VMI P-110, Pennsylvania, right VMI P111"
000060027.0000,PREHISTORIC,MINERAL,STONE,projectile point,mixed lithic,stone tools,111.00,VMI - specific collector unknown,,United States,Ohio,,,,,"VMI[CR]Ohio, B19 Original count 12 spearheads, 100 arrowheads, 2 flints, total 114.  Count by GCS matchbox 2 pts, loose 110 pts, 1 flint, total 113.[CR]6/5/2020 Pre-upgrade to Proficio Note by JKHarris: Obj-Sci Object Name = flaked stone tools."
000060028.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,127.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"VMI P-104, Penna, Norristown Section, Rt (VMI 104) C-10, 55, GCS 123.[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030."
000060029.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,21.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"VMI C-10, crystal arrowheads[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030."
000060030.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,81.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Tag 1 reads: VMI 100, C-10, 83[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030."
000060031.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,95.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Tag 1 reads: VMI 102, 144, 2 broken bannerstones, 3 pottery, loose 47 pts, 4 pcs smokey chert, 1 piece ?[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030."
000060032.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,43.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Tag 1 reads: VMI 101, 97[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030."
000060033.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,303.00,VMI - specific collector unknown,Beech Bluff,United States,Tennessee,Madison,,Beech Bluff,,"Tag 1 reads: A2 -Tenn[CR]Rt side original count 149 pieces[CR]Count by GCS 149 pcs (15 drills), 48 badly broken or pieces only[CR][CR]Tag 2 reads:[CR]Tennessee A2, Beech Bluff, Britt Willoughby"
000060034.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,147.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"Tag 1 reads: A1 -Tenn[CR]xx Right, Left x[CR][CR]Tag 2 reads:[CR]A1-Tenn, Rt Side, Original count 122 pieces including 12 war points, 3 blunts, 9 drills, 22 obsidian pts, 52 arrowheads; Count by GCS 138, 2 blunts, 14 drills, 22 obsidian points missing, 122 pts, 138 pcs.[CR][CR]Tag 3 reads: 1 Hardaway S.N. in Frame #16"
000060035.0000,PREHISTORIC,MINERAL,STONE,projectile point,mixed lithic,projectile point,3.00,VMI - specific collector unknown,,United States,Tennessee,Williamson,,,,"VMI, A-6  Tennessee, Williamson County"
000060036.0000,PREHISTORIC,MINERAL,STONE,projectile point,mixed lithic,projectile point,8.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI, A-1 L Tennessee, Williamson County"
000060037.0000,PREHISTORIC,MINERAL,CERAMIC,potsherd,ceramic,potsherd,3.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Tag 1 reads: VMI 101, 97[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030."
000060038.0000,PREHISTORIC,MINERAL,STONE,ground stone tool,mixed lithic,ground stone object,3.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"Tag 1 reads: VMI 101, 97[CR]Tag 2 reads: PA C10, original count left side P100-83 pcs, P101-97 pcs, Right side P102-144 pcs, P104-55 pcs, total 397.  Count by GCS Left side P100 79, P101 117, Right side P102 78, P104 123, total 397.  This tag covers cat #60,028-60,032 but is stored with 60,030.[CR]6/5/2020 pre-upgrade to Proficio - Note by JKHarris: Obj-Sci Name = ground stone tool - undetermined."
000060039.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,135.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,VMI [CR]small tags on artifacts read C-9
000060040.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,92.00,VMI - specific collector unknown,,United States,Tennessee,Lawrence,,,,VMI [CR]Tag reads:[CR]C-14[CR]left VMI T-131 Tennessee[CR]right VMI 132 4 boxes[CR][CR]Tag on several artifacts reads Lawrence Co. TN
000060041.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,82.00,VMI - specific collector unknown,,United States,Tennessee,Pickett,,,,"VMI [CR]Tag reads:[CR]TN  A24 (Pickett County)  Original count: Box 18 - 32 pcs, box 134 - 9 pcs rock, box 4 (tag damaged) pcs incl 1 obsisian, 11 drills, 9 warpoints and 61 arrowheads, 146"
000060042.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,365.00,VMI - specific collector unknown,,United States,Tennessee,Williamson,,,,"VMI [CR]Tag 1 reads:[CR]A4 original count 450, count by GCS 429[CR][CR]Tag 2 reads:[CR]Tennessee A4[CR]Williamson County[CR]Jingo"
000060043.0000,PREHISTORIC,MINERAL,STONE,ground stone tool,jasper,ground stone object,1.00,VMI - specific collector unknown,,United States,Tennessee,Pickett,,,,"VMI [CR]Tag reads:[CR]TN  A24 (Pickett County)  Original count: Box 18 - 32 pcs, box 134 - 9 pcs rock, box 4 (tag damaged) pcs incl 1 obsisian, 11 drills, 9 warpoints and 61 arrowheads, 146[CR]6/5/2020 pre-upgrade to Proficio - Note by JKHarris: Obj-Sci Name, Name = ground stone tool - undetermined."
000060044.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,89.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"VMI C9, Pennsylvania"
000060045.0000,PREHISTORIC,MINERAL,STONE,ground stone tool,mixed lithic,ground stone object,6.00,VMI - specific collector unknown,,United States,Pennsylvania,,,,,"VMI C9, Pennsylvania[CR]6/5/2020 pre-upgrade to Proficio - Note by JKHarris: Obj-Sci Name, Name = ground stone tool - undetermined."
000060046.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,25.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"Tag reads:[CR]TENN-Fine[CR]39 Spears, 9 drills, VMI (T) 128"
000060047.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,159.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A6, Tennessee"
000060048.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,272.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A19, Tennessee"
000060049.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,55.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A4, Tennessee"
000060050.0000,PREHISTORIC,MINERAL,STONE,projectile point,mixed lithic,projectile point,5.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A4, Tennessee"
000060051.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,50.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A10-11?, Tennessee"
000060052.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,79.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A23, Tennessee"
000060053.0000,PREHISTORIC,MINERAL,STONE,flaked stone tools,mixed lithic,stone tools,57.00,VMI - specific collector unknown,,United States,Tennessee,,,,,"VMI A22, Tennessee"
